date,company,Country,Price_USD,Shares,MktCapUSD
2014-11-03,TATA MOTORS LTD.,IND,8.56082988134248,2694088267,23310418742.3329
2014-11-05,TATA MOTORS LTD.,IND,8.63159778645833,2694088267,23503113787.6302
2014-11-07,TATA MOTORS LTD.,IND,8.56174938833455,2694088267,23312922482.428
2014-11-10,TATA MOTORS LTD.,IND,8.40652991012241,2694088267,22890272916.4114
2014-11-11,TATA MOTORS LTD.,IND,8.378472784969361,2694088267,22813875727.6939
2014-11-12,TATA MOTORS LTD.,IND,8.556759283710718,2694088267,23299334847.8223
2014-11-13,TATA MOTORS LTD.,IND,8.466790638453409,2694088267,23054357804.2767
2014-11-14,TATA MOTORS LTD.,IND,8.39217972112602,2694088267,22851198560.3999
2014-11-17,TATA MOTORS LTD.,IND,8.737007320282611,2694088267,23790135070.2553
2014-11-18,TATA MOTORS LTD.,IND,8.67904734664129,2694088267,23632314943.632004
2014-11-19,TATA MOTORS LTD.,IND,8.456043636510369,2694088267,23025094623.1378
2014-11-20,TATA MOTORS LTD.,IND,8.37900339714753,2694088267,22815320539.9649
2014-11-21,TATA MOTORS LTD.,IND,8.50126703883495,2694088267,23148234138.7864
2014-11-24,TATA MOTORS LTD.,IND,8.40738518856313,2694088267,22892601767.5708
2014-11-25,TATA MOTORS LTD.,IND,8.34262682258846,2694088267,22716270191.2094
2014-11-26,TATA MOTORS LTD.,IND,8.313931386206619,2694088267,22638134934.7768
2014-11-27,TATA MOTORS LTD.,IND,8.31325963479174,2694088267,22636305812.2514
2014-11-28,TATA MOTORS LTD.,IND,8.50619346547418,2694088267,23161648383.6033
2014-12-01,TATA MOTORS LTD.,IND,8.54278425387109,2694088267,23261282018.5973
2014-12-02,TATA MOTORS LTD.,IND,8.45271753775337,2694088267,23016037936.3587
2014-12-03,TATA MOTORS LTD.,IND,8.46171654676259,2694088267,23040541479.9612
2014-12-04,TATA MOTORS LTD.,IND,8.43354131874344,2694088267,22963822707.0863
2014-12-05,TATA MOTORS LTD.,IND,8.40197396831811,2694088267,22877867470.5965
2014-12-08,TATA MOTORS LTD.,IND,8.24630762181818,2694088267,22454001119.8691
2014-12-09,TATA MOTORS LTD.,IND,8.04397564216478,2694088267,21903068180.416
2014-12-10,TATA MOTORS LTD.,IND,8.14942042230819,2694088267,22190185435.7995
2014-12-11,TATA MOTORS LTD.,IND,7.9988001074923805,2694088267,21780059004.3526
2014-12-12,TATA MOTORS LTD.,IND,7.940557498194081,2694088267,21621469284.64
2014-12-15,TATA MOTORS LTD.,IND,7.768567021936098,2694088267,21153153703.4597
2014-12-16,TATA MOTORS LTD.,IND,7.508283778950679,2694088267,20444424354.822
2014-12-17,TATA MOTORS LTD.,IND,7.4046944480053485,2694088267,20162359331.3321
2014-12-18,TATA MOTORS LTD.,IND,7.59544627087786,2694088267,20681760479.1942
2014-12-19,TATA MOTORS LTD.,IND,7.5966781496405105,2694088267,20685114781.3115
2014-12-22,TATA MOTORS LTD.,IND,7.73792761204648,2694088267,21069725170.894
2014-12-23,TATA MOTORS LTD.,IND,7.6306494343945,2694088267,20777615728.5102
2014-12-24,TATA MOTORS LTD.,IND,7.53641963248603,2694088267,20521035914.2937
2014-12-26,TATA MOTORS LTD.,IND,7.54204913111792,2694088267,20536364564.9313
2014-12-29,TATA MOTORS LTD.,IND,7.688855140395969,2694088267,20936104963.6536
2014-12-30,TATA MOTORS LTD.,IND,7.707228346611968,2694088267,20986133656.7208
2014-12-31,TATA MOTORS LTD.,IND,7.76749355855677,2694088267,21150230753.0888
2015-01-01,TATA MOTORS LTD.,IND,7.8129495797853385,2694088267,21274003670.421
2015-01-02,TATA MOTORS LTD.,IND,7.999708900473928,2694088267,21782533571.0995
2015-01-05,TATA MOTORS LTD.,IND,8.18145914278949,2694088267,22277424173.2512
2015-01-06,TATA MOTORS LTD.,IND,7.7977315026721215,2694088267,21232566128.1641
2015-01-07,TATA MOTORS LTD.,IND,7.72463220377836,2694088267,21033522893.9681
2015-01-08,TATA MOTORS LTD.,IND,8.07426611412177,2694088267,21985546584.38
2015-01-09,TATA MOTORS LTD.,IND,8.28356832411638,2694088267,22555458873.9937
2015-01-12,TATA MOTORS LTD.,IND,8.3035335406122,2694088267,22609822476.9679
2015-01-13,TATA MOTORS LTD.,IND,8.27151497304257,2694088267,22522638614.1973
2015-01-14,TATA MOTORS LTD.,IND,8.28051555367913,2694088267,22547146437.2087
2015-01-15,TATA MOTORS LTD.,IND,8.50564817082023,2694088267,23160163592.1873
2015-01-16,TATA MOTORS LTD.,IND,8.3893860938634,2694088267,22843591748.6533
2015-01-19,TATA MOTORS LTD.,IND,8.62902098145599,2694088267,23496097364.6368
2015-01-20,TATA MOTORS LTD.,IND,8.96507736530827,2694088267,24411150593.9626
2015-01-21,TATA MOTORS LTD.,IND,8.855981003002519,2694088267,24114090387.9007
2015-01-22,TATA MOTORS LTD.,IND,9.088001045804619,2694088267,24745861422.8699
2015-01-23,TATA MOTORS LTD.,IND,9.461608513041359,2694088267,25763163089.5612
2015-01-27,TATA MOTORS LTD.,IND,9.73947128795897,2694088267,26519760023.0375
2015-01-28,TATA MOTORS LTD.,IND,9.50417182963114,2694088267,25879059415.7962
2015-01-29,TATA MOTORS LTD.,IND,9.58121203267815,2694088267,26088833400.0841
2015-01-30,TATA MOTORS LTD.,IND,9.34778424073625,2694088267,25453229182.7731
2015-02-02,TATA MOTORS LTD.,IND,9.47591049058434,2694088267,25802106169.8456
2015-02-03,TATA MOTORS LTD.,IND,9.67267496445137,2694088267,26337879259.9583
2015-02-04,TATA MOTORS LTD.,IND,9.46596858691256,2694088267,25775035203.4911
2015-02-05,TATA MOTORS LTD.,IND,9.44680180845892,2694088267,25722845680.0583
2015-02-06,TATA MOTORS LTD.,IND,8.9696734000243,2694088267,24423665209.3994
2015-02-09,TATA MOTORS LTD.,IND,8.63816208591425,2694088267,23520987822.1792
2015-02-10,TATA MOTORS LTD.,IND,8.98973783200451,2694088267,24478298967.7813
2015-02-11,TATA MOTORS LTD.,IND,8.88183305011243,2694088267,24184483334.8265
2015-02-12,TATA MOTORS LTD.,IND,8.928635826841221,2694088267,24311923353.9571
2015-02-13,TATA MOTORS LTD.,IND,9.0019710770592,2694088267,24511609063.7363
2015-02-16,TATA MOTORS LTD.,IND,9.13077993972514,2694088267,24862344748.0198
2015-02-18,TATA MOTORS LTD.,IND,9.27430842865164,2694088267,25253160734.8697
2015-02-19,TATA MOTORS LTD.,IND,9.151296465067778,2694088267,24918209518.5506
2015-02-20,TATA MOTORS LTD.,IND,9.222964132776081,2694088267,25113354541.6059
2015-02-23,TATA MOTORS LTD.,IND,9.12699069582505,2694088267,24852026956.0239
2015-02-24,TATA MOTORS LTD.,IND,8.96563694629526,2694088267,24412674285.8602
2015-02-25,TATA MOTORS LTD.,IND,9.06676020643497,2694088267,24688024406.2479
2015-02-26,TATA MOTORS LTD.,IND,8.98322912469636,2694088267,24460576305.9684
2015-02-27,TATA MOTORS LTD.,IND,9.20736003478683,2694088267,25070865897.0156
2015-03-02,TATA MOTORS LTD.,IND,9.342748153827527,2694088267,25439516342.2784
2015-03-03,TATA MOTORS LTD.,IND,9.17607533298332,2694088267,24985680288.9172
2015-03-04,TATA MOTORS LTD.,IND,9.13806311615187,2694088267,24882176224.0138
2015-03-05,TATA MOTORS LTD.,IND,9.07664361195949,2694088267,24714936087.0744
2015-03-09,TATA MOTORS LTD.,IND,8.93944018386762,2694088267,24341342708.1573
2015-03-10,TATA MOTORS LTD.,IND,8.84369283569968,2694088267,24080630743.2897
2015-03-11,TATA MOTORS LTD.,IND,8.67734811271193,2694088267,23627688072.7581
2015-03-12,TATA MOTORS LTD.,IND,8.92010770543004,2694088267,24288701997.6242
2015-03-13,TATA MOTORS LTD.,IND,8.77165367656399,2694088267,23884474180.366
2015-03-16,TATA MOTORS LTD.,IND,8.76745880359288,2694088267,23873051894.5733
2015-03-17,TATA MOTORS LTD.,IND,9.01761987276443,2694088267,24554219416.4426
2015-03-18,TATA MOTORS LTD.,IND,8.83790421111377,2694088267,24064868806.0815
2015-03-19,TATA MOTORS LTD.,IND,8.76173367019788,2694088267,23857462838.5305
2015-03-20,TATA MOTORS LTD.,IND,8.675087003442481,2694088267,23621531262.6563
2015-03-23,TATA MOTORS LTD.,IND,8.762736671484781,2694088267,23860193926.5583
2015-03-24,TATA MOTORS LTD.,IND,8.46307865407794,2694088267,23044250383.4592
2015-03-25,TATA MOTORS LTD.,IND,8.594316031580629,2694088267,23401598709.1047
2015-03-26,TATA MOTORS LTD.,IND,8.26679042553192,2694088267,22509774069.2446
2015-03-27,TATA MOTORS LTD.,IND,8.47864659730281,2694088267,23086640581.6711
2015-03-30,TATA MOTORS LTD.,IND,8.527380416566912,2694088267,23219338666.9859
2015-03-31,TATA MOTORS LTD.,IND,8.698692221711779,2694088267,23685806283.8854
2015-04-01,TATA MOTORS LTD.,IND,8.93110002916209,2694088267,24318633169.3327
2015-04-06,TATA MOTORS LTD.,IND,9.130574527922859,2694088267,24598573706.646
2015-04-07,TATA MOTORS LTD.,IND,8.993660219886051,2724052848,24499205735.9249
2015-04-08,TATA MOTORS LTD.,IND,9.019355875030119,2724052848,24569202058.5013
2015-04-09,TATA MOTORS LTD.,IND,8.996545352293731,2724052848,24507064989.0769
2015-04-10,TATA MOTORS LTD.,IND,9.031300160513641,2724052848,24601738923.39
2015-04-13,TATA MOTORS LTD.,IND,8.900712056964561,2724052848,24246010028.0022
2015-04-15,TATA MOTORS LTD.,IND,8.65620245054857,2724052848,23579952938.2814
2015-04-16,TATA MOTORS LTD.,IND,8.68867261964483,2724052848,23668403394.8831
2015-04-17,TATA MOTORS LTD.,IND,8.58689550084209,2724052848,23391157144.5473
2015-04-20,TATA MOTORS LTD.,IND,8.47896954758687,2724052848,23097161144.2093
2015-04-21,TATA MOTORS LTD.,IND,8.38873866709082,2724052848,22851367457.2165
2015-04-22,TATA MOTORS LTD.,IND,8.32803054406618,2724052848,22685995321.7945
2015-04-23,TATA MOTORS LTD.,IND,8.09870294210693,2724052848,22061294814.5524
2015-04-24,TATA MOTORS LTD.,IND,8.11794770984863,2724052848,22113718578.9282
2015-04-27,TATA MOTORS LTD.,IND,8.13744784696528,2724052848,22166837982.9772
2015-04-28,TATA MOTORS LTD.,IND,8.393663366336629,2724052848,22864782598.2226
2015-04-29,TATA MOTORS LTD.,IND,8.226793540490391,2724052848,22410220373.8808
2015-04-30,TATA MOTORS LTD.,IND,8.00204676060773,2724052848,21797998268.0627
2015-05-04,TATA MOTORS LTD.,IND,7.97370699834685,2724052848,21720799257.9643
2015-05-05,TATA MOTORS LTD.,IND,8.04301583549988,2724052848,21909600193.2025
2015-05-06,TATA MOTORS LTD.,IND,7.836763606312232,2724052848,21347758220.8776
2015-05-07,TATA MOTORS LTD.,IND,7.59629600809276,2724052848,20692711775.0961
2015-05-08,TATA MOTORS LTD.,IND,8.03158223889931,2724052848,21878454471.8199
2015-05-11,TATA MOTORS LTD.,IND,8.28562490223682,2724052848,22570480112.3979
2015-05-12,TATA MOTORS LTD.,IND,8.00358450868854,2724052848,21802187175.1017
2015-05-13,TATA MOTORS LTD.,IND,8.13266661457926,2724052848,22153813653.2792
2015-05-14,TATA MOTORS LTD.,IND,8.114348543155579,2724052848,22103914258.6476
2015-05-15,TATA MOTORS LTD.,IND,8.18417945690673,2724052848,22294137358.1299
2015-05-18,TATA MOTORS LTD.,IND,8.18003299033854,2724052848,22282842164.0657
2015-05-19,TATA MOTORS LTD.,IND,8.003767956668499,2874543328,23007177778.7016
2015-05-20,TATA MOTORS LTD.,IND,7.91400712691389,2874543328,22749156384.4148
2015-05-21,TATA MOTORS LTD.,IND,8.030790982640799,2874543328,23084856637.7127
2015-05-22,TATA MOTORS LTD.,IND,8.10057844410341,2874543328,23285463719.4381
2015-05-25,TATA MOTORS LTD.,IND,7.95340967221501,2874543328,22862420708.1163
2015-05-26,TATA MOTORS LTD.,IND,7.775,2874543328,22349574375.2
2015-05-27,TATA MOTORS LTD.,IND,7.36418982204184,2874543328,21168682719.0759
2015-05-28,TATA MOTORS LTD.,IND,7.588719153936548,2874543328,21814102012.0141
2015-05-29,TATA MOTORS LTD.,IND,7.54154189419294,2874543328,21678488934.7848
2015-06-01,TATA MOTORS LTD.,IND,7.41168158266604,2874543328,21305199842.7131
2015-06-02,TATA MOTORS LTD.,IND,7.309513560051661,2874543328,21011513434.972
2015-06-03,TATA MOTORS LTD.,IND,7.147774387858878,2874543328,20546587176.669
2015-06-04,TATA MOTORS LTD.,IND,7.048348043427321,2874543328,20260781841.6559
2015-06-05,TATA MOTORS LTD.,IND,6.92892406551211,2874543328,19917492442.7365
2015-06-08,TATA MOTORS LTD.,IND,6.79285004190951,2874543328,19526341766.0755
2015-06-09,TATA MOTORS LTD.,IND,6.88223334375978,2874543328,19783277940.0438
2015-06-10,TATA MOTORS LTD.,IND,6.9961619801049615,2874543328,20110770741.518
2015-06-11,TATA MOTORS LTD.,IND,6.72397624257581,2874543328,19328361045.7268
2015-06-12,TATA MOTORS LTD.,IND,6.57752134419711,2874543328,18907370094.7394
2015-06-15,TATA MOTORS LTD.,IND,6.65158547525255,2874543328,19120270648.5089
2015-06-16,TATA MOTORS LTD.,IND,6.73251925021389,2874543328,19352918291.3339
2015-06-17,TATA MOTORS LTD.,IND,6.759663341645888,2874543328,19430945158.2544
2015-06-18,TATA MOTORS LTD.,IND,6.98170134399122,2874543328,20069203016.4586
2015-06-19,TATA MOTORS LTD.,IND,6.81431943351692,2874543328,19588056462.4768
2015-06-22,TATA MOTORS LTD.,IND,6.933459253138161,2874543328,19930529036.0682
2015-06-23,TATA MOTORS LTD.,IND,6.85642396603239,2874543328,19709087765.4977
2015-06-24,TATA MOTORS LTD.,IND,6.76671642963778,2874543328,19451219565.2833
2015-06-25,TATA MOTORS LTD.,IND,6.79874213836478,2874543328,19543278852.6289
2015-06-26,TATA MOTORS LTD.,IND,6.879962267117372,2874543328,19776749631.834
2015-06-29,TATA MOTORS LTD.,IND,6.70227126005047,2874543328,19265969133.0242
2015-06-30,TATA MOTORS LTD.,IND,6.817682160804019,2874543328,19597722767.7638
2015-07-01,TATA MOTORS LTD.,IND,6.9873457517881,2874543328,20085428111.2316
2015-07-02,TATA MOTORS LTD.,IND,6.870277078085638,2874543328,19748909136.3224
2015-07-03,TATA MOTORS LTD.,IND,6.8260972342605,2874543328,19621912261.0228
2015-07-06,TATA MOTORS LTD.,IND,6.792586610994031,2874543328,19525584522.495
2015-07-07,TATA MOTORS LTD.,IND,6.79873966128397,2874543328,19543271732.1528
2015-07-08,TATA MOTORS LTD.,IND,6.367638965327459,2874543328,18304054102.8949
2015-07-09,TATA MOTORS LTD.,IND,6.26950354609929,2874543328,18021959588.3121
2015-07-10,TATA MOTORS LTD.,IND,6.341117071631429,2874543328,18227815770.325
2015-07-13,TATA MOTORS LTD.,IND,6.33278210882747,2874543328,18203856558.6078
2015-07-14,TATA MOTORS LTD.,IND,6.08322168807629,2874543328,17486484316.2046
2015-07-15,TATA MOTORS LTD.,IND,6.2163014346523715,2874543328,17869027813.8168
2015-07-16,TATA MOTORS LTD.,IND,6.2215925860338785,2874543328,17884237457.718002
2015-07-17,TATA MOTORS LTD.,IND,6.2719609233435705,2874543328,18029023425.674
2015-07-20,TATA MOTORS LTD.,IND,6.14241924074511,2874543328,17656650246.2627
2015-07-21,TATA MOTORS LTD.,IND,6.1206913502566,2874543328,17594192483.6274
2015-07-22,TATA MOTORS LTD.,IND,6.12584278497435,2874543328,17609000505.925
2015-07-23,TATA MOTORS LTD.,IND,6.29223171592067,2874543328,18087292697.2298
2015-07-24,TATA MOTORS LTD.,IND,6.09765625,2874543328,17527977089.875
2015-07-27,TATA MOTORS LTD.,IND,5.8808865344914905,2874543328,16904863150.4475
2015-07-28,TATA MOTORS LTD.,IND,5.78688140098507,2874543328,16634641321.1289
2015-07-29,TATA MOTORS LTD.,IND,5.89527258490751,2874543328,16946216475.6872
2015-07-30,TATA MOTORS LTD.,IND,5.89627431070843,2874543328,16949095979.9047
2015-07-31,TATA MOTORS LTD.,IND,5.98659974858932,2874543328,17208740364.7139
2015-08-03,TATA MOTORS LTD.,IND,6.062191336938058,2874543328,17426031660.6547
2015-08-04,TATA MOTORS LTD.,IND,5.969505742170662,2874543328,17159602902.6144
2015-08-05,TATA MOTORS LTD.,IND,5.90385067837817,2874543328,16970874577.0402
2015-08-06,TATA MOTORS LTD.,IND,6.00634970407243,2874543328,17265512467.4762
2015-08-07,TATA MOTORS LTD.,IND,6.16276337432443,2874543328,17715130339.7071
2015-08-10,TATA MOTORS LTD.,IND,6.0397745067334805,2874543328,17361593510.9552
2015-08-11,TATA MOTORS LTD.,IND,5.7455252918287885,2874543328,16515761393.4817
2015-08-12,TATA MOTORS LTD.,IND,5.481270012730991,2874543328,15756148144.0623
2015-08-13,TATA MOTORS LTD.,IND,5.36300844205679,2874543328,15416200135.122
2015-08-14,TATA MOTORS LTD.,IND,5.464964233520499,2874543328,15709276475.225
2015-08-17,TATA MOTORS LTD.,IND,5.4524575103353214,2874543328,15673325357.5379
2015-08-18,TATA MOTORS LTD.,IND,5.3376205787781394,2874543328,15343221622.1222
2015-08-19,TATA MOTORS LTD.,IND,5.39099071445016,2874543328,15496636389.5327
2015-08-20,TATA MOTORS LTD.,IND,5.221836493343,2874543328,15010395251.846
2015-08-21,TATA MOTORS LTD.,IND,5.04620756399795,2874543328,14505542284.7934
2015-08-24,TATA MOTORS LTD.,IND,4.622825434913018,2874543328,13288512010.4379
2015-08-25,TATA MOTORS LTD.,IND,4.98814963690488,2874543328,14338652257.8305
2015-08-26,TATA MOTORS LTD.,IND,5.0666213074786,2874543328,14564222474.9152
2015-08-27,TATA MOTORS LTD.,IND,5.06155536194553,2874543328,14549660194.9831
2015-08-28,TATA MOTORS LTD.,IND,5.14331089767829,2874543328,14784670024.7508
2015-08-31,TATA MOTORS LTD.,IND,5.11696126363294,2874543328,14708926860.0105
2015-09-01,TATA MOTORS LTD.,IND,4.97999849045211,2874543328,14315221434.1792
2015-09-02,TATA MOTORS LTD.,IND,4.90124249405189,2874543328,14088833910.1869
2015-09-03,TATA MOTORS LTD.,IND,5.035857175209482,2874543328,14475789643.7593
2015-09-04,TATA MOTORS LTD.,IND,4.85636937885396,2874543328,13959844196.2882
2015-09-07,TATA MOTORS LTD.,IND,4.83055285404354,2874543328,13885633477.1422
2015-09-08,TATA MOTORS LTD.,IND,4.972574949282441,2874543328,14293882143.4398
2015-09-09,TATA MOTORS LTD.,IND,5.19545077954357,2874543328,14934548374.2894
2015-09-10,TATA MOTORS LTD.,IND,5.3288186606471,2874543328,15317920127.085
2015-09-11,TATA MOTORS LTD.,IND,5.17670034175837,2874543328,14880649428.4568
2015-09-14,TATA MOTORS LTD.,IND,5.22820638450232,2874543328,15028705779.9781
2015-09-15,TATA MOTORS LTD.,IND,5.03143706938745,2874543328,14463083858.0596
2015-09-16,TATA MOTORS LTD.,IND,5.08852804485672,2874543328,14627194340.6838
2015-09-18,TATA MOTORS LTD.,IND,5.0216680605185084,2874543328,14435002418.7942
2015-09-21,TATA MOTORS LTD.,IND,5.04611405860764,2874543328,14505273499.4976
2015-09-22,TATA MOTORS LTD.,IND,4.7917456945603485,2874543328,13774080615.7712
2015-09-23,TATA MOTORS LTD.,IND,4.69724492885256,2874543328,13502434070.215
2015-09-24,TATA MOTORS LTD.,IND,4.57962264150943,2874543328,13164323708.9087
2015-09-28,TATA MOTORS LTD.,IND,4.31523960935726,2874543328,12404343227.7992
2015-09-29,TATA MOTORS LTD.,IND,4.3788148765970405,2874543328,12587093088.0692
2015-09-30,TATA MOTORS LTD.,IND,4.5490554539914685,2874543328,13076457003.9732
2015-10-01,TATA MOTORS LTD.,IND,4.54129489819263,2874543328,13054148950.0801
2015-10-05,TATA MOTORS LTD.,IND,4.82655639788651,2874543328,13874145490.7604
2015-10-06,TATA MOTORS LTD.,IND,5.10283660830339,2874543328,14668324926.2727
2015-10-07,TATA MOTORS LTD.,IND,5.2511345281132185,2874543328,15094613722.2183
2015-10-08,TATA MOTORS LTD.,IND,5.27306244719257,2874543328,15157646475.7047
2015-10-09,TATA MOTORS LTD.,IND,5.50416924027177,2874543328,15821972965.8061
2015-10-12,TATA MOTORS LTD.,IND,5.59333153243546,2874543328,16078273837.8544
2015-10-13,TATA MOTORS LTD.,IND,5.541318192281129,2874543328,15928759237.9468
2015-10-14,TATA MOTORS LTD.,IND,5.41729135432284,2874543328,15572238718.4008
2015-10-15,TATA MOTORS LTD.,IND,5.8828974774357805,2874543328,16910643693.071
2015-10-16,TATA MOTORS LTD.,IND,5.955511006592388,2874543328,17119374428.8307
2015-10-19,TATA MOTORS LTD.,IND,5.84548892490546,2874543328,16803111187.9849
2015-10-20,TATA MOTORS LTD.,IND,5.89280221470317,2874543328,16939115289.4986
2015-10-21,TATA MOTORS LTD.,IND,5.85270425776755,2874543328,16823851974.9229
2015-10-23,TATA MOTORS LTD.,IND,5.89979589478954,2874543328,16959218925.9291
2015-10-26,TATA MOTORS LTD.,IND,5.92284592284592,2874543328,17025477230.2887
2015-10-27,TATA MOTORS LTD.,IND,5.900642629006809,2874543328,16961652900.1239
2015-10-28,TATA MOTORS LTD.,IND,5.94673645320197,2874543328,17094151594.9261
2015-10-29,TATA MOTORS LTD.,IND,5.9954022988505695,2874543328,17234043676.8368
2015-10-30,TATA MOTORS LTD.,IND,5.89103986533017,2874543328,16934049339.8669
2015-11-02,TATA MOTORS LTD.,IND,5.91522451780133,2874543328,17003569171.2678
2015-11-03,TATA MOTORS LTD.,IND,5.819497334348822,2874543328,16728397234.7662
2015-11-04,TATA MOTORS LTD.,IND,6.18138789220551,2874543328,17768667323.3193
2015-11-05,TATA MOTORS LTD.,IND,6.14542135686036,2874543328,17665279959.1117
2015-11-06,TATA MOTORS LTD.,IND,6.021889488485218,2874543328,17310182251.0785
2015-11-09,TATA MOTORS LTD.,IND,6.20152119888546,2874543328,17826541385.7068
2015-11-10,TATA MOTORS LTD.,IND,6.13375484550826,2874543328,17631744066.7434
2015-11-11,TATA MOTORS LTD.,IND,6.1917127695608,2874543328,17798346630.6334
2015-11-13,TATA MOTORS LTD.,IND,6.1056529625151095,2874543328,17550963986.4813
2015-11-16,TATA MOTORS LTD.,IND,6.06416423620317,2874543328,17431702845.0741
2015-11-17,TATA MOTORS LTD.,IND,6.16910150632049,2874543328,17733349574.7483
2015-11-18,TATA MOTORS LTD.,IND,6.126064992837219,2874543328,17609639252.0546
2015-11-19,TATA MOTORS LTD.,IND,6.1472809667673705,2874543328,17670625488.3625
2015-11-20,TATA MOTORS LTD.,IND,6.08764639214205,2874543328,17499203319.7552
2015-11-23,TATA MOTORS LTD.,IND,6.0500282113974,2874543328,17391068229.2842
2015-11-24,TATA MOTORS LTD.,IND,6.042043399638339,2874543328,17368115541.9168
2015-11-26,TATA MOTORS LTD.,IND,6.37189400195181,2874543328,18316285390.0338
2015-11-27,TATA MOTORS LTD.,IND,6.25821798497818,2874543328,17989518753.8886
2015-11-30,TATA MOTORS LTD.,IND,6.3498612257145,2874543328,18252951220.1035
2015-12-01,TATA MOTORS LTD.,IND,6.2712246431254695,2874543328,18026906956.2855
2015-12-02,TATA MOTORS LTD.,IND,6.201125703564731,2874543328,17825404517.2713
2015-12-03,TATA MOTORS LTD.,IND,6.08460846084609,2874543328,17490470654.6175
2015-12-04,TATA MOTORS LTD.,IND,5.98951703481842,2874543328,17217126230.3796
2015-12-07,TATA MOTORS LTD.,IND,5.9813434233694185,2874543328,17193630830.1233
2015-12-08,TATA MOTORS LTD.,IND,6.023726656936492,2874543328,17315463271.3925
2015-12-09,TATA MOTORS LTD.,IND,5.88753969736596,2874543328,16923987955.3985
2015-12-10,TATA MOTORS LTD.,IND,5.83364527962866,2874543328,16769066116.4753
2015-12-11,TATA MOTORS LTD.,IND,5.6520113653357305,2874543328,16246951560.006
2015-12-14,TATA MOTORS LTD.,IND,5.53738404798271,2874543328,15917450369.7023
2015-12-15,TATA MOTORS LTD.,IND,5.667985960719888,2874543328,16292871226.585
2015-12-16,TATA MOTORS LTD.,IND,5.69706498951782,2874543328,16376460154.8008
2015-12-17,TATA MOTORS LTD.,IND,5.76232930820449,2874543328,16564065266.6381
2015-12-18,TATA MOTORS LTD.,IND,5.69482083709726,2874543328,16370009241.4333
2015-12-21,TATA MOTORS LTD.,IND,5.73097651980552,2874543328,16473940317.9316
2015-12-22,TATA MOTORS LTD.,IND,5.699641982287541,2874543328,16383867832.1734
2015-12-23,TATA MOTORS LTD.,IND,5.7154723250018895,2874543328,16429372838.2028
2015-12-24,TATA MOTORS LTD.,IND,5.7751264819149695,2874543328,16600851296.9448
2015-12-28,TATA MOTORS LTD.,IND,5.95211118664552,2874543328,17109601499.086
2015-12-29,TATA MOTORS LTD.,IND,5.90091107597319,2874543328,16962424562.56
2015-12-30,TATA MOTORS LTD.,IND,5.926790690668072,2874543328,17036816636.3124
2015-12-31,TATA MOTORS LTD.,IND,5.91478507321682,2874543328,17002305968.7694
2008-01-04,HONDA MOTOR CO,JPN,33.2655701349104,1834828430,61036613823.6925
2008-01-07,HONDA MOTOR CO,JPN,32.847219027464696,1834828430,60269011318.0292
2008-01-08,HONDA MOTOR CO,JPN,31.994895401303506,1834828430,58705143697.1879
2008-01-09,HONDA MOTOR CO,JPN,31.7735676786122,1834828430,58299045299.2467
2008-01-10,HONDA MOTOR CO,JPN,31.0573190226079,1834828430,56984851902.2608
2008-01-11,HONDA MOTOR CO,JPN,31.2800990689355,1834828430,57393615064.8993
2008-01-15,HONDA MOTOR CO,JPN,30.520058044282198,1834828430,55999070184.8991
2008-01-16,HONDA MOTOR CO,JPN,29.0167080076754,1834828430,53240680797.4915
2008-01-17,HONDA MOTOR CO,JPN,30.059746079163602,1834828430,55154476704.6303
2008-01-18,HONDA MOTOR CO,JPN,30.168589174800402,1834828430,55354185110.9139
2008-01-21,HONDA MOTOR CO,JPN,29.290877309018803,1834828430,53743734426.2295
2008-01-22,HONDA MOTOR CO,JPN,27.2901746009456,1834828430,50072788217.4788
2008-01-23,HONDA MOTOR CO,JPN,28.4700874911327,1834828430,52237725933.3176
2008-01-24,HONDA MOTOR CO,JPN,28.7830489405588,1834828430,52811956498.2186
2008-01-25,HONDA MOTOR CO,JPN,30.475302889095996,1834828430,55916952153.7745
2008-01-28,HONDA MOTOR CO,JPN,29.410387299208498,1834828430,53963014753.8988
2008-01-29,HONDA MOTOR CO,JPN,30.4858091363913,1834828430,55936229315.0044
2008-01-30,HONDA MOTOR CO,JPN,30.7420000931576,1834828430,56406295765.9882
2008-01-31,HONDA MOTOR CO,JPN,31.225017634610897,1834828430,57292550083.2354
2008-02-01,HONDA MOTOR CO,JPN,31.3411764705882,1834828430,57505681617.8824
2008-02-04,HONDA MOTOR CO,JPN,32.1221202472373,1834828430,58938579461.5096
2008-02-05,HONDA MOTOR CO,JPN,30.959173174952106,1834828430,56804771110.6954
2008-02-06,HONDA MOTOR CO,JPN,29.9807935541294,1834828430,55009612367.0773
2008-02-07,HONDA MOTOR CO,JPN,29.826947427660304,1834828430,54727331120.3864
2008-02-08,HONDA MOTOR CO,JPN,29.409027454630102,1834828430,53960519672.4058
2008-02-12,HONDA MOTOR CO,JPN,29.4186100637714,1834828430,53978102116.0918
2008-02-13,HONDA MOTOR CO,JPN,28.9212289212289,1834828430,53065493055.2091
2008-02-14,HONDA MOTOR CO,JPN,30.5089446678685,1834828430,55978679045.9021
2008-02-15,HONDA MOTOR CO,JPN,30.5719462900153,1834828430,56094276213.3532
2008-02-18,HONDA MOTOR CO,JPN,30.4066543438078,1834828430,55790993851.2015
